1_A1:1,A1,,,,,,
1_A3:2,A2,,,,,,
1_A5:3,A3,,,,,,
1_A7:4,A4,,,,,,
1_A9:5,A5,,,,,,
1_A11:6,A6,,,,,,
2_A1:7,A7,,,,,,
2_A3:8,A8,,,,,,
2_A5:9,A9,,,,,,
2_A7:10,A10,,,,,,
2_A9:11,A11,,,,,,
2_A11:12,A12,,,,,,
3_A1:13,A13,,,,,,
3_A3:14,A14,,,,,,
3_A5:15,A15,,,,,,
3_A7:16,A16,,,,,,
3_A9:17,A17,,,,,,
3_A11:18,A18,,,,,,
4_A1:19,A19,,,,,,
4_A3:20,A20,,,,,,
4_A5:21,A21,,,,,,
4_A7:22,A22,,,,,,
4_A9:23,A23,,,,,,
4_A11:24,A24,,,,,,
1_A2:25,B1,,,,,,
1_A4:26,B2,,,,,,
1_A6:27,B3,,,,,,
1_A8:28,B4,,,,,,
1_A10:29,B5,,,,,,
1_A12:30,B6,,,,,,
2_A2:31,B7,,,,,,
2_A4:32,B8,,,,,,
2_A6:33,B9,,,,,,
2_A8:34,B10,,,,,,
2_A10:35,B11,,,,,,
2_A12:36,B12,,,,,,
3_A2:37,B13,,,,,,
3_A4:38,B14,,,,,,
3_A6:39,B15,,,,,,
3_A8:40,B16,,,,,,
3_A10:41,B17,,,,,,
3_A12:42,B18,,,,,,
4_A2:43,B19,,,,,,
4_A4:44,B20,,,,,,
4_A6:45,B21,,,,,,
4_A8:46,B22,,,,,,
4_A10:47,B23,,,,,,
4_A12:48,B24,,,,,,
1_B1:49,C1,,,,,,
1_B3:50,C2,,,,,,
1_B5:51,C3,,,,,,
1_B7:52,C4,,,,,,
1_B9:53,C5,,,,,,
1_B11:54,C6,,,,,,
2_B1:55,C7,,,,,,
2_B3:56,C8,,,,,,
2_B5:57,C9,,,,,,
2_B7:58,C10,,,,,,
2_B9:59,C11,,,,,,
2_B11:60,C12,,,,,,
3_B1:61,C13,,,,,,
3_B3:62,C14,,,,,,
3_B5:63,C15,,,,,,
3_B7:64,C16,,,,,,
3_B9:65,C17,,,,,,
3_B11:66,C18,,,,,,
4_B1:67,C19,,,,,,
4_B3:68,C20,,,,,,
4_B5:69,C21,,,,,,
4_B7:70,C22,,,,,,
4_B9:71,C23,,,,,,
4_B11:72,C24,,,,,,
1_B2:73,D1,,,,,,
1_B4:74,D2,,,,,,
1_B6:75,D3,,,,,,
1_B8:76,D4,,,,,,
1_B10:77,D5,,,,,,
1_B12:78,D6,,,,,,
2_B2:79,D7,,,,,,
2_B4:80,D8,,,,,,
2_B6:81,D9,,,,,,
2_B8:82,D10,,,,,,
2_B10:83,D11,,,,,,
2_B12:84,D12,,,,,,
3_B2:85,D13,,,,,,
3_B4:86,D14,,,,,,
3_B6:87,D15,,,,,,
3_B8:88,D16,,,,,,
3_B10:89,D17,,,,,,
3_B12:90,D18,,,,,,
4_B2:91,D19,,,,,,
4_B4:92,D20,,,,,,
4_B6:93,D21,,,,,,
4_B8:94,D22,,,,,,
4_B10:95,D23,,,,,,
4_B12:96,D24,,,,,,
1_C1:97,E1,,,,,,
1_C3:98,E2,,,,,,
1_C5:99,E3,,,,,,
1_C7:100,E4,,,,,,
1_C9:101,E5,,,,,,
1_C11:102,E6,,,,,,
2_C1:103,E7,,,,,,
2_C3:104,E8,,,,,,
2_C5:105,E9,,,,,,
2_C7:106,E10,,,,,,
2_C9:107,E11,,,,,,
2_C11:108,E12,,,,,,
3_C1:109,E13,,,,,,
3_C3:110,E14,,,,,,
3_C5:111,E15,,,,,,
3_C7:112,E16,,,,,,
3_C9:113,E17,,,,,,
3_C11:114,E18,,,,,,
4_C1:115,E19,,,,,,
4_C3:116,E20,,,,,,
4_C5:117,E21,,,,,,
4_C7:118,E22,,,,,,
4_C9:119,E23,,,,,,
4_C11:120,E24,,,,,,
1_C2:121,F1,,,,,,
1_C4:122,F2,,,,,,
1_C6:123,F3,,,,,,
1_C8:124,F4,,,,,,
1_C10:125,F5,,,,,,
1_C12:126,F6,,,,,,
2_C2:127,F7,,,,,,
2_C4:128,F8,,,,,,
2_C6:129,F9,,,,,,
2_C8:130,F10,,,,,,
2_C10:131,F11,,,,,,
2_C12:132,F12,,,,,,
3_C2:133,F13,,,,,,
3_C4:134,F14,,,,,,
3_C6:135,F15,,,,,,
3_C8:136,F16,,,,,,
3_C10:137,F17,,,,,,
3_C12:138,F18,,,,,,
4_C2:139,F19,,,,,,
4_C4:140,F20,,,,,,
4_C6:141,F21,,,,,,
4_C8:142,F22,,,,,,
4_C10:143,F23,,,,,,
4_C12:144,F24,,,,,,
1_D1:145,G1,,,,,,
1_D3:146,G2,,,,,,
1_D5:147,G3,,,,,,
1_D7:148,G4,,,,,,
1_D9:149,G5,,,,,,
1_D11:150,G6,,,,,,
2_D1:151,G7,,,,,,
2_D3:152,G8,,,,,,
2_D5:153,G9,,,,,,
2_D7:154,G10,,,,,,
2_D9:155,G11,,,,,,
2_D11:156,G12,,,,,,
3_D1:157,G13,,,,,,
3_D3:158,G14,,,,,,
3_D5:159,G15,,,,,,
3_D7:160,G16,,,,,,
3_D9:161,G17,,,,,,
3_D11:162,G18,,,,,,
4_D1:163,G19,,,,,,
4_D3:164,G20,,,,,,
4_D5:165,G21,,,,,,
4_D7:166,G22,,,,,,
4_D9:167,G23,,,,,,
4_D11:168,G24,,,,,,
1_D2:169,H1,,,,,,
1_D4:170,H2,,,,,,
1_D6:171,H3,,,,,,
1_D8:172,H4,,,,,,
1_D10:173,H5,,,,,,
1_D12:174,H6,,,,,,
2_D2:175,H7,,,,,,
2_D4:176,H8,,,,,,
2_D6:177,H9,,,,,,
2_D8:178,H10,,,,,,
2_D10:179,H11,,,,,,
2_D12:180,H12,,,,,,
3_D2:181,H13,,,,,,
3_D4:182,H14,,,,,,
3_D6:183,H15,,,,,,
3_D8:184,H16,,,,,,
3_D10:185,H17,,,,,,
3_D12:186,H18,,,,,,
4_D2:187,H19,,,,,,
4_D4:188,H20,,,,,,
4_D6:189,H21,,,,,,
4_D8:190,H22,,,,,,
4_D10:191,H23,,,,,,
4_D12:192,H24,,,,,,
1_E1:193,I1,,,,,,
1_E3:194,I2,,,,,,
1_E5:195,I3,,,,,,
1_E7:196,I4,,,,,,
1_E9:197,I5,,,,,,
1_E11:198,I6,,,,,,
2_E1:199,I7,,,,,,
2_E3:200,I8,,,,,,
2_E5:201,I9,,,,,,
2_E7:202,I10,,,,,,
2_E9:203,I11,,,,,,
2_E11:204,I12,,,,,,
3_E1:205,I13,,,,,,
3_E3:206,I14,,,,,,
3_E5:207,I15,,,,,,
3_E7:208,I16,,,,,,
3_E9:209,I17,,,,,,
3_E11:210,I18,,,,,,
4_E1:211,I19,,,,,,
4_E3:212,I20,,,,,,
4_E5:213,I21,,,,,,
4_E7:214,I22,,,,,,
4_E9:215,I23,,,,,,
4_E11:216,I24,,,,,,
1_E2:217,J1,,,,,,
1_E4:218,J2,,,,,,
1_E6:219,J3,,,,,,
1_E8:220,J4,,,,,,
1_E10:221,J5,,,,,,
1_E12:222,J6,,,,,,
2_E2:223,J7,,,,,,
2_E4:224,J8,,,,,,
2_E6:225,J9,,,,,,
2_E8:226,J10,,,,,,
2_E10:227,J11,,,,,,
2_E12:228,J12,,,,,,
3_E2:229,J13,,,,,,
3_E4:230,J14,,,,,,
3_E6:231,J15,,,,,,
3_E8:232,J16,,,,,,
3_E10:233,J17,,,,,,
3_E12:234,J18,,,,,,
4_E2:235,J19,,,,,,
4_E4:236,J20,,,,,,
4_E6:237,J21,,,,,,
4_E8:238,J22,,,,,,
4_E10:239,J23,,,,,,
4_E12:240,J24,,,,,,
1_F1:241,K1,,,,,,
1_F3:242,K2,,,,,,
1_F5:243,K3,,,,,,
1_F7:244,K4,,,,,,
1_F9:245,K5,,,,,,
1_F11:246,K6,,,,,,
2_F1:247,K7,,,,,,
2_F3:248,K8,,,,,,
2_F5:249,K9,,,,,,
2_F7:250,K10,,,,,,
2_F9:251,K11,,,,,,
2_F11:252,K12,,,,,,
3_F1:253,K13,,,,,,
3_F3:254,K14,,,,,,
3_F5:255,K15,,,,,,
3_F7:256,K16,,,,,,
3_F9:257,K17,,,,,,
3_F11:258,K18,,,,,,
4_F1:259,K19,,,,,,
4_F3:260,K20,,,,,,
4_F5:261,K21,,,,,,
4_F7:262,K22,,,,,,
4_F9:263,K23,,,,,,
4_F11:264,K24,,,,,,
1_F2:265,L1,,,,,,
1_F4:266,L2,,,,,,
1_F6:267,L3,,,,,,
1_F8:268,L4,,,,,,
1_F10:269,L5,,,,,,
1_F12:270,L6,,,,,,
2_F2:271,L7,,,,,,
2_F4:272,L8,,,,,,
2_F6:273,L9,,,,,,
2_F8:274,L10,,,,,,
2_F10:275,L11,,,,,,
2_F12:276,L12,,,,,,
3_F2:277,L13,,,,,,
3_F4:278,L14,,,,,,
3_F6:279,L15,,,,,,
3_F8:280,L16,,,,,,
3_F10:281,L17,,,,,,
3_F12:282,L18,,,,,,
4_F2:283,L19,,,,,,
4_F4:284,L20,,,,,,
4_F6:285,L21,,,,,,
4_F8:286,L22,,,,,,
4_F10:287,L23,,,,,,
4_F12:288,L24,,,,,,
1_G1:289,M1,,,,,,
1_G3:290,M2,,,,,,
1_G5:291,M3,,,,,,
1_G7:292,M4,,,,,,
1_G9:293,M5,,,,,,
1_G11:294,M6,,,,,,
2_G1:295,M7,,,,,,
2_G3:296,M8,,,,,,
2_G5:297,M9,,,,,,
2_G7:298,M10,,,,,,
2_G9:299,M11,,,,,,
2_G11:300,M12,,,,,,
3_G1:301,M13,,,,,,
3_G3:302,M14,,,,,,
3_G5:303,M15,,,,,,
3_G7:304,M16,,,,,,
3_G9:305,M17,,,,,,
3_G11:306,M18,,,,,,
4_G1:307,M19,,,,,,
4_G3:308,M20,,,,,,
4_G5:309,M21,,,,,,
4_G7:310,M22,,,,,,
4_G9:311,M23,,,,,,
4_G11:312,M24,,,,,,
1_G2:313,N1,,,,,,
1_G4:314,N2,,,,,,
1_G6:315,N3,,,,,,
1_G8:316,N4,,,,,,
1_G10:317,N5,,,,,,
1_Neg:318,N6,Neg,SARS-2-Screening,NTC,FAM,None,
2_G2:319,N7,,,,,,
2_G4:320,N8,,,,,,
2_G6:321,N9,,,,,,
2_G8:322,N10,,,,,,
2_G10:323,N11,,,,,,
2_Neg:324,N12,Neg,SARS-2-Screening,NTC,FAM,None,
3_G2:325,N13,,,,,,
3_G4:326,N14,,,,,,
3_G6:327,N15,,,,,,
3_G8:328,N16,,,,,,
3_G10:329,N17,,,,,,
3_Neg:330,N18,Neg,SARS-2-Screening,NTC,FAM,None,
4_G2:331,N19,,,,,,
4_G4:332,N20,,,,,,
4_G6:333,N21,,,,,,
4_G8:334,N22,,,,,,
4_G10:335,N23,,,,,,
4_Neg:336,N24,Neg,SARS-2-Screening,NTC,FAM,None,
1_H1:337,O1,,,,,,
1_H3:338,O2,,,,,,
1_H5:339,O3,,,,,,
1_H7:340,O4,,,,,,
1_H9:341,O5,,,,,,
1_H11:342,O6,,,,,,
2_H1:343,O7,,,,,,
2_H3:344,O8,,,,,,
2_H5:345,O9,,,,,,
2_H7:346,O10,,,,,,
2_H9:347,O11,,,,,,
2_H11:348,O12,,,,,,
3_H1:349,O13,,,,,,
3_H3:350,O14,,,,,,
3_H5:351,O15,,,,,,
3_H7:352,O16,,,,,,
3_H9:353,O17,,,,,,
3_H11:354,O18,,,,,,
4_H1:355,O19,,,,,,
4_H3:356,O20,,,,,,
4_H5:357,O21,,,,,,
4_H7:358,O22,,,,,,
4_H9:359,O23,,,,,,
4_H11:360,O24,,,,,,
1_H2:361,P1,,,,,,
1_H4:362,P2,,,,,,
1_H6:363,P3,,,,,,
1_H8:364,P4,,,,,,
1_H10:365,P5,,,,,,
1_Pos:366,P6,Pos,SARS-2-Screening,IPC,FAM,None,
2_H2:367,P7,,,,,,
2_H4:368,P8,,,,,,
2_H6:369,P9,,,,,,
2_H8:370,P10,,,,,,
2_H10:371,P11,,,,,,
2_Pos:372,P12,Pos,SARS-2-Screening,IPC,FAM,None,
3_H2:373,P13,,,,,,
3_H4:374,P14,,,,,,
3_H6:375,P15,,,,,,
3_H8:376,P16,,,,,,
3_H10:377,P17,,,,,,
3_Empty:378,P18,,,,,,
4_H2:379,P19,,,,,,
4_H4:380,P20,,,,,,
4_H6:381,P21,,,,,,
4_H8:382,P22,,,,,,
4_H10:383,P23,,,,,,
4_Empty:384,P24,,,,,,
